Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
February 28 2023,Lake,FL,Passenger,1,0,1,13,14,7.14
February 28 2023,Polk,OR,Passenger,0,1,1,13,14,7.14
July 31 2022,Carroll,MD,Passenger,0,1,1,9,10,10
July 31 2022,Clallam,WA,Truck,3,0,3,21903,21906,0.01
July 31 2022,El Paso,CO,Passenger,2,1,3,539,542,0.55
July 31 2022,Garfield,WA,Passenger,1,3,4,1327,1331,0.3
July 31 2022,Harrison,MS,Passenger,1,0,1,39,40,2.5
May 31 2022,Spokane,WA,Truck,1,0,1,102318,102319,0
May 31 2022,Stevens,WA,Truck,0,0,0,18963,18963,0
May 31 2022,Suffolk,MA,Passenger,0,1,1,24,25,4
May 31 2022,Tarrant,TX,Passenger,1,0,1,97,98,1.02
May 31 2022,Whatcom,WA,Truck,5,0,5,43418,43423,0.01
May 31 2022,Wichita,TX,Passenger,1,0,1,33,34,2.94
May 31 2022,Wood,OH,Passenger,0,1,1,5,6,16.67
June 30 2022,Adams,CO,Passenger,1,0,1,33,34,2.94
June 30 2022,Allegheny,PA,Passenger,1,1,2,46,48,4.17
June 30 2022,Arlington,VA,Passenger,1,0,1,113,114,0.88
August 31 2021,El Paso,TX,Passenger,3,0,3,359,362,0.83
August 31 2021,Fairbanks North Star,AK,Passenger,0,1,1,82,83,1.2
August 31 2021,Ferry,WA,Truck,0,0,0,3633,3633,0
August 31 2021,Flathead,MT,Passenger,1,0,1,39,40,2.5
August 31 2021,Franklin,WA,Passenger,139,99,238,61970,62208,0.38
August 31 2021,Harnett,NC,Passenger,0,1,1,165,166,0.6
August 31 2021,Honolulu,HI,Passenger,5,2,7,361,368,1.9
August 31 2021,Jefferson,WA,Truck,0,0,0,9612,9612,0
August 31 2021,Klamath,OR,Passenger,1,0,1,24,25,4
August 31 2021,Klickitat,WA,Passenger,83,51,134,15366,15500,0.86
November 30 2021,Wayne,NC,Passenger,1,0,1,29,30,3.33
November 30 2021,Whatcom,WA,Truck,4,0,4,43717,43721,0.01
November 30 2021,Williams,ND,Passenger,0,1,1,8,9,11.11
November 30 2021,Wilson,NC,Passenger,1,0,1,0,1,100
December 31 2021,Allen,IN,Passenger,1,0,1,13,14,7.14
December 31 2021,Asotin,WA,Passenger,22,17,39,12724,12763,0.31
December 31 2021,Broward,FL,Passenger,1,0,1,86,87,1.15
December 31 2021,Burlington,NJ,Passenger,0,1,1,120,121,0.83
December 31 2021,Chelan,WA,Passenger,409,114,523,54696,55219,0.95
August 31 2021,Pacific,WA,Passenger,48,54,102,16073,16175,0.63
August 31 2021,Pinellas,FL,Passenger,0,1,1,81,82,1.22
July 31 2022,Kitsap,WA,Truck,13,0,13,53507,53520,0.02
July 31 2022,Lake,IL,Passenger,3,0,3,135,138,2.17
July 31 2022,Lewis,WA,Passenger,246,177,423,59686,60109,0.7
July 31 2022,Manassas,VA,Passenger,0,1,1,6,7,14.29
July 31 2022,Marin,CA,Passenger,0,1,1,28,29,3.45
July 31 2022,Montgomery,TN,Passenger,2,0,2,176,178,1.12
February 28 2023,Rockingham,NH,Passenger,1,0,1,11,12,8.33
February 28 2023,Snohomish,WA,Passenger,10754,2709,13463,515362,528825,2.55
February 28 2023,St. Louis,MO,Passenger,1,0,1,50,51,1.96
February 28 2023,Stevens,WA,Truck,2,0,2,18045,18047,0.01
February 28 2023,Whitman,WA,Truck,4,0,4,8412,8416,0.05
February 28 2023,Williamson,TX,Passenger,0,1,1,46,47,2.13
May 31 2022,San Juan,WA,Passenger,498,151,649,14107,14756,4.4
May 31 2022,Santa Clara,CA,Passenger,8,1,9,207,216,4.17
May 31 2022,Solano,CA,Passenger,1,0,1,164,165,0.61
May 31 2022,Sonoma,CA,Passenger,0,1,1,66,67,1.49
May 31 2022,Virginia Beach,VA,Passenger,2,0,2,500,502,0.4
May 31 2022,Washington,MD,Passenger,2,0,2,12,14,14.29
May 31 2022,Wayne,NC,Passenger,1,0,1,27,28,3.57
June 30 2022,Bell,TX,Passenger,1,1,2,302,304,0.66
June 30 2022,Benton,WA,Truck,3,0,3,43603,43606,0.01
June 30 2022,Charleston,SC,Passenger,2,0,2,58,60,3.33
June 30 2022,Clallam,WA,Truck,3,0,3,21943,21946,0.01
June 30 2022,Clark,WA,Passenger,4098,1780,5878,316808,322686,1.82
June 30 2022,Columbia,GA,Passenger,0,1,1,84,85,1.18
June 30 2022,Cumberland,NC,Passenger,1,2,3,350,353,0.85
June 30 2022,District of Columbia,DC,Passenger,4,1,5,166,171,2.92
December 31 2021,Clallam,WA,Passenger,384,239,623,50404,51027,1.22
December 31 2021,Denton,TX,Passenger,1,0,1,68,69,1.45
December 31 2021,Douglas,WI,Passenger,1,0,1,1,2,50
December 31 2021,El Paso,CO,Passenger,3,0,3,623,626,0.48
December 31 2021,Fairfax,VA,Passenger,3,4,7,637,644,1.09
December 31 2021,Grant,WA,Truck,0,0,0,28010,28010,0
July 31 2022,Skamania,WA,Passenger,76,47,123,8148,8271,1.49
July 31 2022,St. Clair,IL,Passenger,2,0,2,115,117,1.71
July 31 2022,Walla Walla,WA,Passenger,175,99,274,35825,36099,0.76
July 31 2022,Yakima,WA,Passenger,353,198,551,166723,167274,0.33
August 31 2022,Adams,WA,Passenger,21,9,30,12951,12981,0.23
August 31 2022,Adams,WA,Truck,1,0,1,5424,5425,0.02
August 31 2022,Alameda,CA,Passenger,4,0,4,160,164,2.44
August 31 2022,Albemarle,VA,Passenger,1,0,1,15,16,6.25
August 31 2022,Anne Arundel,MD,Passenger,5,3,8,308,316,2.53
August 31 2022,Arapahoe,CO,Passenger,0,1,1,71,72,1.39
August 31 2022,Asotin,WA,Truck,0,0,0,6689,6689,0
December 31 2021,Juneau,AK,Passenger,0,1,1,27,28,3.57
December 31 2021,King,WA,Truck,6,1,7,183095,183102,0
August 31 2021,Randolph,NC,Passenger,1,0,1,6,7,14.29
August 31 2021,Richland,SC,Passenger,0,1,1,129,130,0.77
August 31 2021,San Juan,WA,Passenger,452,141,593,14213,14806,4.01
August 31 2021,Sedgwick,KS,Passenger,0,1,1,76,77,1.3
August 31 2021,Spokane,WA,Truck,0,0,0,102510,102510,0
August 31 2021,St. Mary's,MD,Passenger,1,0,1,193,194,0.52
August 31 2021,Stevens,WA,Truck,0,0,0,18915,18915,0
August 31 2021,Wake,NC,Passenger,1,0,1,111,112,0.89
June 30 2022,Boone,MO,Passenger,0,1,1,9,10,10
June 30 2022,Calvert,MD,Passenger,0,2,2,72,74,2.7
June 30 2022,Camden,NJ,Passenger,0,1,1,10,11,9.09
June 30 2022,Clackamas,OR,Passenger,2,0,2,137,139,1.44
June 30 2022,Contra Costa,CA,Passenger,0,4,4,262,266,1.5
June 30 2022,Cook,IL,Passenger,1,0,1,160,161,0.62
June 30 2022,Douglas,WA,Passenger,131,58,189,28512,28701,0.66
June 30 2022,Elmore,ID,Passenger,1,0,1,14,15,6.67
June 30 2022,Ferry,WA,Truck,0,0,0,3580,3580,0
July 31 2022,Nueces,TX,Passenger,1,0,1,49,50,2
July 31 2022,Okanogan,WA,Truck,1,0,1,16589,16590,0.01
July 31 2022,Owyhee,ID,Passenger,1,0,1,2,3,33.33
July 31 2022,Platte,MO,Passenger,1,0,1,18,19,5.26
July 31 2022,Prince George's,MD,Passenger,2,1,3,108,111,2.7
July 31 2022,Rock Island,IL,Passenger,0,1,1,13,14,7.14
July 31 2022,San Bernardino,CA,Passenger,1,1,2,298,300,0.67
July 31 2022,Sevier,AR,Passenger,0,1,1,0,1,100
July 31 2022,Sheridan,WY,Passenger,1,0,1,8,9,11.11
July 31 2022,Snohomish,WA,Passenger,8664,2548,11212,531584,542796,2.07
July 31 2022,Spokane,WA,Passenger,1676,864,2540,324853,327393,0.78
July 31 2022,St. Louis,MO,Passenger,1,0,1,59,60,1.67
July 31 2022,St. Tammany,LA,Passenger,1,0,1,33,34,2.94
August 31 2021,Wichita,TX,Passenger,1,0,1,37,38,2.63
September 30 2021,Alexandria,VA,Passenger,2,0,2,128,130,1.54
September 30 2021,Carroll,MD,Passenger,0,1,1,11,12,8.33
August 31 2022,Carroll,MD,Passenger,0,1,1,9,10,10
August 31 2022,Essex,NJ,Passenger,1,0,1,6,7,14.29
August 31 2022,Franklin,WA,Passenger,224,113,337,61919,62256,0.54
August 31 2022,Franklin,WA,Truck,2,0,2,20900,20902,0.01
August 31 2022,Garfield,WA,Passenger,1,3,4,1323,1327,0.3
December 31 2021,New Haven,CT,Passenger,0,2,2,28,30,6.67
December 31 2021,Oldham,KY,Passenger,0,1,1,4,5,20
December 31 2021,Owyhee,ID,Passenger,1,0,1,2,3,33.33
December 31 2021,Pennington,SD,Passenger,1,0,1,30,31,3.23
December 31 2021,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100
December 31 2021,Richmond,NY,Passenger,1,0,1,4,5,20
December 31 2021,Sevier,AR,Passenger,0,1,1,0,1,100
December 31 2021,Shelby,OH,Passenger,0,1,1,2,3,33.33
December 31 2021,Skamania,WA,Passenger,60,42,102,8324,8426,1.21
December 31 2021,Spokane,WA,Passenger,1310,756,2066,327584,329650,0.63
December 31 2021,St. Clair,IL,Passenger,2,0,2,121,123,1.63
December 31 2021,St. Louis,MO,Passenger,1,0,1,74,75,1.33
June 30 2022,Franklin,WA,Passenger,186,109,295,62033,62328,0.47
June 30 2022,Hennepin,MN,Passenger,1,0,1,44,45,2.22
June 30 2022,Hillsborough,FL,Passenger,0,1,1,109,110,0.91
June 30 2022,Hudson,NJ,Passenger,1,0,1,31,32,3.12
June 30 2022,Juneau,AK,Passenger,0,1,1,27,28,3.57
June 30 2022,Kittitas,WA,Passenger,267,84,351,29762,30113,1.17
June 30 2022,Las Animas,CO,Passenger,1,0,1,1,2,50
June 30 2022,Lincoln,OR,Passenger,0,1,1,27,28,3.57
June 30 2022,Goochland,VA,Passenger,2,2,4,89,93,4.3
June 30 2022,Grays Harbor,WA,Passenger,210,159,369,49076,49445,0.75
June 30 2022,Hamilton,IN,Passenger,1,0,1,20,21,4.76
June 30 2022,Hamilton,OH,Passenger,1,0,1,27,28,3.57
June 30 2022,Harris,TX,Passenger,1,0,1,123,124,0.81
June 30 2022,Lake,IL,Passenger,3,0,3,140,143,2.1
June 30 2022,Leavenworth,KS,Passenger,1,1,2,105,107,1.87
June 30 2022,Lewis,WA,Passenger,235,177,412,59761,60173,0.68
June 30 2022,Lewis,WA,Truck,0,0,0,26436,26436,0
June 30 2022,Los Angeles,CA,Passenger,6,7,13,705,718,1.81
June 30 2022,Maricopa,AZ,Passenger,6,3,9,745,754,1.19
June 30 2022,Mason,WA,Passenger,310,174,484,47390,47874,1.01
September 30 2021,Clallam,WA,Truck,1,0,1,22025,22026,0
September 30 2021,Contra Costa,CA,Passenger,2,3,5,284,289,1.73
September 30 2021,Cook,IL,Passenger,2,0,2,179,181,1.1
September 30 2021,Dallas,TX,Passenger,1,0,1,146,147,0.68
September 30 2021,Douglas,WA,Passenger,103,51,154,28577,28731,0.54
September 30 2021,Frederick,MD,Passenger,2,1,3,70,73,4.11
June 30 2022,Monroe,FL,Passenger,0,1,1,40,41,2.44
June 30 2022,Montgomery,MD,Passenger,4,3,7,192,199,3.52
June 30 2022,New Haven,CT,Passenger,0,2,2,27,29,6.9
August 31 2022,Hoke,NC,Passenger,1,0,1,61,62,1.61
August 31 2022,Honolulu,HI,Passenger,2,2,4,288,292,1.37
August 31 2022,Howard,MD,Passenger,0,1,1,48,49,2.04
August 31 2022,Kern,CA,Passenger,0,1,1,170,171,0.58
August 31 2022,Kitsap,WA,Passenger,2525,1094,3619,178174,181793,1.99
August 31 2022,Lincoln,WA,Truck,0,0,0,4849,4849,0
August 31 2022,Loudoun,VA,Passenger,2,1,3,56,59,5.08
August 31 2022,Marin,CA,Passenger,0,1,1,28,29,3.45
June 30 2022,Montgomery,TX,Passenger,1,0,1,26,27,3.7
June 30 2022,Newport,RI,Passenger,1,0,1,72,73,1.37
June 30 2022,Norfolk,VA,Passenger,2,3,5,283,288,1.74
June 30 2022,Nueces,TX,Passenger,1,0,1,49,50,2
June 30 2022,Plaquemines,LA,Passenger,1,1,2,13,15,13.33
June 30 2022,Ray,MO,Passenger,0,1,1,1,2,50
June 30 2022,San Bernardino,CA,Passenger,1,1,2,309,311,0.64
June 30 2022,San Luis Obispo,CA,Passenger,1,0,1,52,53,1.89
June 30 2022,Santa Cruz,CA,Passenger,1,0,1,22,23,4.35
June 30 2022,Sarasota,FL,Passenger,2,0,2,22,24,8.33
June 30 2022,Saratoga,NY,Passenger,1,0,1,34,35,2.86
December 31 2021,Walla Walla,WA,Passenger,143,87,230,36395,36625,0.63
December 31 2021,Yakima,WA,Truck,0,0,0,61799,61799,0
January 31 2022,Adams,WA,Truck,0,0,0,5433,5433,0
January 31 2022,Alameda,CA,Passenger,4,0,4,199,203,1.97
January 31 2022,Anne Arundel,MD,Passenger,5,3,8,348,356,2.25
August 31 2022,Carroll,NH,Passenger,0,1,1,5,6,16.67
August 31 2022,Collin,TX,Passenger,1,0,1,69,70,1.43
August 31 2022,Columbia,WA,Passenger,8,0,8,2433,2441,0.33
August 31 2022,Columbia,WA,Truck,0,0,0,1577,1577,0
August 31 2022,Cumberland,NC,Passenger,1,2,3,333,336,0.89
August 31 2022,District of Columbia,DC,Passenger,4,1,5,156,161,3.11
August 31 2022,Douglas,NE,Passenger,1,2,3,36,39,7.69
August 31 2022,Geary,KS,Passenger,1,0,1,77,78,1.28
August 31 2022,Grays Harbor,WA,Passenger,218,162,380,48826,49206,0.77
August 31 2022,Grays Harbor,WA,Truck,2,0,2,21196,21198,0.01
September 30 2021,Grant,WA,Passenger,125,97,222,66895,67117,0.33
September 30 2021,Hamilton,IN,Passenger,2,0,2,28,30,6.67
September 30 2021,Harris,TX,Passenger,1,1,2,166,168,1.19
September 30 2021,Hillsborough,FL,Passenger,0,1,1,137,138,0.72
September 30 2021,Lake,IL,Passenger,3,0,3,162,165,1.82
September 30 2021,Louisa,VA,Passenger,0,1,1,0,1,100
September 30 2021,Manassas,VA,Passenger,0,1,1,5,6,16.67
September 30 2021,Maricopa,AZ,Passenger,6,4,10,988,998,1
June 30 2022,Rockingham,NH,Passenger,1,0,1,14,15,6.67
June 30 2022,Rogers,OK,Passenger,1,0,1,2,3,33.33
June 30 2022,San Diego,CA,Passenger,15,9,24,2152,2176,1.1
June 30 2022,Sedgwick,KS,Passenger,0,1,1,65,66,1.52
June 30 2022,St. Clair,IL,Passenger,2,0,2,116,118,1.69
June 30 2022,Thurston,WA,Passenger,2186,1055,3241,194702,197943,1.64
June 30 2022,Wayne,NC,Passenger,1,0,1,28,29,3.45
June 30 2022,Yakima,WA,Truck,1,0,1,61434,61435,0
January 31 2022,Carroll,NH,Passenger,0,1,1,5,6,16.67
January 31 2022,Charles,MD,Passenger,1,1,2,64,66,3.03
January 31 2022,Clark,WA,Truck,2,0,2,83911,83913,0
January 31 2022,Danville,VA,Passenger,1,0,1,0,1,100
January 31 2022,Denton,TX,Passenger,1,0,1,64,65,1.54
January 31 2022,Douglas,NE,Passenger,1,2,3,47,50,6
January 31 2022,DuPage,IL,Passenger,1,0,1,46,47,2.13
January 31 2022,Erie,NY,Passenger,1,0,1,25,26,3.85
January 31 2022,Greene,MO,Passenger,0,1,1,23,24,4.17
August 31 2022,Montgomery,AL,Passenger,0,1,1,31,32,3.12
August 31 2022,New London,CT,Passenger,2,4,6,182,188,3.19
August 31 2022,Orange,CA,Passenger,5,2,7,302,309,2.27
August 31 2022,Riverside,CA,Passenger,5,1,6,404,410,1.46
August 31 2022,Salt Lake,UT,Passenger,1,2,3,102,105,2.86
August 31 2022,San Juan,WA,Passenger,526,160,686,13979,14665,4.68
August 31 2022,San Juan,WA,Truck,5,0,5,5949,5954,0.08
August 31 2022,Sheridan,WY,Passenger,1,0,1,7,8,12.5
August 31 2022,Solano,CA,Passenger,2,0,2,154,156,1.28
January 31 2022,Kitsap,WA,Truck,0,0,0,54233,54233,0
January 31 2022,Loudoun,VA,Passenger,1,0,1,63,64,1.56
August 31 2022,Kings,CA,Passenger,1,0,1,286,287,0.35
August 31 2022,Klickitat,WA,Truck,2,0,2,8262,8264,0.02
August 31 2022,Kootenai,ID,Truck,1,0,1,28,29,3.45
August 31 2022,Lewis,WA,Truck,0,0,0,26304,26304,0
August 31 2022,Los Angeles,CA,Passenger,5,6,11,674,685,1.61
August 31 2022,Middlesex,MA,Passenger,2,1,3,67,70,4.29
August 31 2022,Moore,NC,Passenger,0,1,1,106,107,0.93
August 31 2022,Okaloosa,FL,Passenger,0,1,1,91,92,1.09
June 30 2022,Snohomish,WA,Passenger,8363,2514,10877,533205,544082,2
June 30 2022,Snohomish,WA,Truck,12,0,12,123991,124003,0.01
June 30 2022,Spartanburg,SC,Passenger,0,1,1,31,32,3.12
June 30 2022,St. Tammany,LA,Passenger,1,0,1,33,34,2.94
June 30 2022,Wahkiakum,WA,Passenger,23,11,34,3072,3106,1.09
June 30 2022,Wahkiakum,WA,Truck,0,0,0,1808,1808,0
July 31 2022,,,Passenger,3,1,4,319,323,1.24
July 31 2022,Bell,TX,Passenger,1,1,2,295,297,0.67
July 31 2022,Boulder,CO,Passenger,1,0,1,30,31,3.23
July 31 2022,Alameda,CA,Passenger,4,0,4,164,168,2.38
July 31 2022,Arlington,VA,Passenger,1,0,1,110,111,0.9
July 31 2022,Asotin,WA,Truck,0,0,0,6687,6687,0
July 31 2022,Charles,MD,Passenger,0,1,1,55,56,1.79
July 31 2022,Chelan,WA,Passenger,479,125,604,54254,54858,1.1
July 31 2022,Chesapeake,VA,Passenger,2,3,5,319,324,1.54
August 31 2022,Stafford,VA,Passenger,2,1,3,80,83,3.61
August 31 2022,Thurston,WA,Truck,17,0,17,55165,55182,0.03
September 30 2022,Alexandria,VA,Passenger,3,1,4,107,111,3.6
September 30 2022,Bartow,GA,Passenger,0,1,1,2,3,33.33
September 30 2022,Burlington,NJ,Passenger,0,2,2,100,102,1.96
September 30 2021,Mason,WA,Passenger,238,148,386,48010,48396,0.8
September 30 2021,Milwaukee,WI,Passenger,1,0,1,36,37,2.7
September 30 2021,Montgomery,MD,Passenger,3,2,5,208,213,2.35
September 30 2021,Montgomery,TX,Passenger,1,1,2,34,36,5.56
September 30 2021,Multnomah,OR,Passenger,2,6,8,590,598,1.34
September 30 2021,Newport,RI,Passenger,1,0,1,75,76,1.32
September 30 2021,Orange,FL,Passenger,1,0,1,107,108,0.93
September 30 2021,Pend Oreille,WA,Truck,0,0,0,5689,5689,0
September 30 2021,Placer,CA,Passenger,1,0,1,62,63,1.59
July 31 2022,Camden,NJ,Passenger,0,1,1,9,10,10
July 31 2022,Clark,NV,Passenger,4,3,7,452,459,1.53
July 31 2022,Collin,TX,Passenger,1,0,1,72,73,1.37
July 31 2022,Columbia,WA,Truck,0,0,0,1580,1580,0
July 31 2022,Douglas,WA,Truck,1,0,1,12758,12759,0.01
July 31 2022,Duval,FL,Passenger,0,2,2,240,242,0.83
July 31 2022,Elmore,ID,Passenger,1,0,1,14,15,6.67
January 31 2022,Pend Oreille,WA,Passenger,17,9,26,9125,9151,0.28
January 31 2022,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100
January 31 2022,Richland,SC,Passenger,0,1,1,122,123,0.81
January 31 2022,Salt Lake,UT,Passenger,1,2,3,137,140,2.14
January 31 2022,Skamania,WA,Passenger,60,43,103,8317,8420,1.22
January 31 2022,Solano,CA,Passenger,1,0,1,172,173,0.58
August 31 2022,Onslow,NC,Passenger,0,1,1,151,152,0.66
August 31 2022,Pacific,WA,Passenger,70,72,142,15796,15938,0.89
August 31 2022,Pend Oreille,WA,Passenger,18,12,30,9021,9051,0.33
August 31 2022,Philadelphia,PA,Passenger,1,0,1,33,34,2.94
August 31 2022,San Mateo,CA,Passenger,2,0,2,63,65,3.08
September 30 2022,Calvert,MD,Passenger,0,2,2,69,71,2.82
September 30 2022,Contra Costa,CA,Passenger,0,3,3,234,237,1.27
September 30 2022,Cook,IL,Passenger,1,0,1,140,141,0.71
September 30 2022,Dallas,TX,Passenger,1,0,1,88,89,1.12
September 30 2022,Douglas,WA,Passenger,147,61,208,28384,28592,0.73
September 30 2022,Ferry,WA,Passenger,22,4,26,4384,4410,0.59
September 30 2022,Fort Bend,TX,Passenger,1,0,1,23,24,4.17
July 31 2022,Douglas,WI,Passenger,1,0,1,1,2,50
July 31 2022,Franklin,WA,Truck,1,0,1,20885,20886,0
July 31 2022,Hamilton,IN,Passenger,1,0,1,17,18,5.56
July 31 2022,Hoke,NC,Passenger,1,0,1,63,64,1.56
July 31 2022,Island,WA,Passenger,836,378,1214,62041,63255,1.92
July 31 2022,Kern,CA,Passenger,0,1,1,170,171,0.58
July 31 2022,King,WA,Truck,123,2,125,180357,180482,0.07
July 31 2022,Kittitas,WA,Truck,1,0,1,14600,14601,0.01
September 30 2021,Saginaw,MI,Passenger,1,0,1,5,6,16.67
September 30 2021,San Diego,CA,Passenger,17,8,25,2471,2496,1
September 30 2021,San Juan,WA,Truck,0,0,0,5987,5987,0
September 30 2021,Skamania,WA,Truck,0,0,0,4043,4043,0
September 30 2021,Yakima,WA,Passenger,257,165,422,169012,169434,0.25
October 31 2021,,,Passenger,3,1,4,333,337,1.19
July 31 2022,Jefferson,WA,Passenger,441,217,658,24541,25199,2.61
July 31 2022,Kings,CA,Passenger,1,0,1,293,294,0.34
July 31 2022,Lake,FL,Passenger,1,0,1,15,16,6.25
July 31 2022,Las Animas,CO,Passenger,1,0,1,1,2,50
January 31 2022,Whatcom,WA,Passenger,1667,672,2339,149612,151951,1.54
February 28 2022,,,Passenger,3,1,4,326,330,1.21
February 28 2022,Allegheny,PA,Passenger,1,1,2,48,50,4
February 28 2022,Bell,TX,Passenger,1,1,2,327,329,0.61
September 30 2022,Galveston,TX,Passenger,0,1,1,13,14,7.14
September 30 2022,Grant,WA,Truck,2,0,2,27928,27930,0.01
September 30 2022,Hennepin,MN,Passenger,1,0,1,41,42,2.38
September 30 2022,Hillsborough,FL,Passenger,0,1,1,101,102,0.98
September 30 2022,Hudson,NJ,Passenger,1,0,1,28,29,3.45
September 30 2022,Juneau,AK,Passenger,0,1,1,24,25,4
September 30 2022,Kittitas,WA,Passenger,288,92,380,29507,29887,1.27
July 31 2022,Okaloosa,FL,Passenger,0,1,1,95,96,1.04
July 31 2022,Pacific,WA,Truck,0,0,0,7889,7889,0
July 31 2022,Prince William,VA,Passenger,0,1,1,183,184,0.54
July 31 2022,Pulaski,AR,Passenger,1,0,1,25,26,3.85
July 31 2022,Rockdale,GA,Passenger,1,0,1,7,8,12.5
July 31 2022,Rockingham,NH,Passenger,1,0,1,14,15,6.67
July 31 2022,Rogers,OK,Passenger,1,0,1,2,3,33.33
July 31 2022,Loudoun,VA,Passenger,2,1,3,57,60,5
July 31 2022,Mason,WA,Passenger,318,173,491,47160,47651,1.03
July 31 2022,New London,CT,Passenger,2,4,6,183,189,3.17
July 31 2022,Orange,FL,Passenger,1,0,1,74,75,1.33
July 31 2022,Pennington,SD,Passenger,2,0,2,23,25,8
July 31 2022,Pierce,WA,Passenger,5240,2333,7573,544277,551850,1.37
July 31 2022,Portsmouth,VA,Passenger,0,1,1,62,63,1.59
July 31 2022,Salt Lake,UT,Passenger,1,2,3,105,108,2.78
February 28 2022,Clackamas,OR,Passenger,2,0,2,155,157,1.27
February 28 2022,Clallam,WA,Truck,1,0,1,22108,22109,0
February 28 2022,Dorchester,SC,Passenger,1,0,1,55,56,1.79
February 28 2022,Elmore,ID,Passenger,1,0,1,17,18,5.56
February 28 2022,Ferry,WA,Truck,0,0,0,3567,3567,0
October 31 2021,Albemarle,VA,Passenger,1,0,1,18,19,5.26
October 31 2021,Asotin,WA,Truck,0,0,0,6747,6747,0
October 31 2021,Benton,WA,Passenger,595,428,1023,136047,137070,0.75
October 31 2021,Bernalillo,NM,Passenger,1,0,1,102,103,0.97
October 31 2021,Carroll,MD,Passenger,0,1,1,11,12,8.33
October 31 2021,Columbia,WA,Truck,0,0,0,1539,1539,0
October 31 2021,Cowlitz,WA,Truck,0,1,1,29077,29078,0
August 31 2022,Whatcom,WA,Passenger,1910,764,2674,148758,151432,1.77
August 31 2022,Wichita,TX,Passenger,2,0,2,32,34,5.88
August 31 2022,Wood,OH,Passenger,0,1,1,4,5,20
September 30 2022,Allegheny,PA,Passenger,1,1,2,42,44,4.55
September 30 2022,Arlington,VA,Passenger,1,0,1,103,104,0.96
September 30 2022,Charleston,SC,Passenger,2,0,2,54,56,3.57
September 30 2022,Chelan,WA,Passenger,493,135,628,54043,54671,1.15
September 30 2022,Clallam,WA,Passenger,440,249,689,49445,50134,1.37
September 30 2022,Clallam,WA,Truck,6,0,6,21855,21861,0.03
September 30 2022,Clark,WA,Passenger,4474,1884,6358,314880,321238,1.98
July 31 2022,Sumter,SC,Passenger,0,1,1,29,30,3.33
July 31 2022,Tarrant,TX,Passenger,1,0,1,87,88,1.14
July 31 2022,Thurston,WA,Passenger,2247,1066,3313,193833,197146,1.68
July 31 2022,Williams,ND,Passenger,0,1,1,5,6,16.67
August 31 2022,Allen,IN,Passenger,1,0,1,11,12,8.33
August 31 2022,Anchorage,AK,Passenger,1,0,1,105,106,0.94
August 31 2022,Bexar,TX,Passenger,5,2,7,382,389,1.8
September 30 2022,Montgomery,MD,Passenger,4,3,7,175,182,3.85
September 30 2022,Multnomah,OR,Passenger,0,2,2,424,426,0.47
September 30 2022,Nassau,NY,Passenger,1,0,1,18,19,5.26
September 30 2022,New Haven,CT,Passenger,0,2,2,23,25,8
September 30 2022,Okanogan,WA,Passenger,93,49,142,26245,26387,0.54
September 30 2022,Oldham,KY,Passenger,0,1,1,4,5,20
September 30 2022,Pend Oreille,WA,Truck,0,0,0,5607,5607,0
September 30 2022,Placer,CA,Passenger,1,0,1,51,52,1.92
September 30 2022,Sacramento,CA,Passenger,1,0,1,171,172,0.58
September 30 2022,San Diego,CA,Passenger,15,8,23,2018,2041,1.13
February 28 2022,Hamilton,IN,Passenger,2,0,2,21,23,8.7
February 28 2022,Hamilton,OH,Passenger,1,0,1,30,31,3.23
February 28 2022,Harris,TX,Passenger,1,0,1,147,148,0.68
February 28 2022,Jefferson,WA,Truck,0,0,0,9578,9578,0
February 28 2022,Lake,IL,Passenger,4,0,4,154,158,2.53
February 28 2022,Manassas,VA,Passenger,0,1,1,5,6,16.67
February 28 2022,Maricopa,AZ,Passenger,6,3,9,876,885,1.02
October 31 2021,Essex,NJ,Passenger,1,0,1,9,10,10
October 31 2021,Franklin,WA,Truck,0,0,0,20777,20777,0
October 31 2021,Garfield,WA,Passenger,0,3,3,1357,1360,0.22
July 31 2022,San Juan,WA,Truck,4,0,4,5952,5956,0.07
July 31 2022,Sarpy,NE,Passenger,1,0,1,45,46,2.17
July 31 2022,Skagit,WA,Passenger,812,345,1157,89854,91011,1.27
July 31 2022,Sonoma,CA,Passenger,0,1,1,63,64,1.56
July 31 2022,Ventura,CA,Passenger,2,0,2,226,228,0.88
July 31 2022,Wahkiakum,WA,Passenger,24,12,36,3066,3102,1.16
August 31 2022,Chesapeake,VA,Passenger,2,3,5,310,315,1.59
August 31 2022,DeKalb,GA,Passenger,1,0,1,35,36,2.78
August 31 2022,Doña Ana,NM,Passenger,1,0,1,6,7,14.29
August 31 2022,El Paso,CO,Passenger,3,1,4,531,535,0.75
August 31 2022,Ferry,WA,Passenger,20,4,24,4387,4411,0.54
August 31 2022,Garfield,WA,Truck,0,0,0,973,973,0
September 30 2022,Columbia,WA,Passenger,8,0,8,2431,2439,0.33
